"Skola","Enhetskod","Skolkommun","Kommunkod","Typavhuvudman","Huvudman","HuvudmanOrgnr","Eleverförskoleklass","Andelflickor(%)","Elever ÅK 1-9","","","","","","","","","","","",""
"Högstorpsskola","82426839","Växjö","0780","Kommunal","Växjökommun","2120000662","000000045","51.1","000000280","","","","","","","","","","","",""
"Ingelstadskola","95891686","Växjö","0780","Kommunal","Växjökommun","2120000662","000000030","46.7","000000231","","","","","","","","","","","",""
"InternationellaEngelskaSkolanVäxjö","11366318","Växjö","0780","Enskild","InternationellaEngelskaSkolaniSverigeAB","5564624368","000000044","59.1","000000176","","","","","","","","","","","",""
"Kalvsvikskola","84568793","Växjö","0780","Kommunal","Växjökommun","2120000662","000000010","..","000000024","","","","","","","","","","","",""
"KronobergSkola","44785862","Växjö","0780","Enskild","NordicInternationalSchoolAB","5566102033",".",".","000000537","","","","","","","","","","","",""
"Lammhultsskola4-9","10428911","Växjö","0780","Kommunal","Växjökommun","2120000662",".",".","000000223","","","","","","","","","","","",""
"LammhultsskolaF-3","12224943","Växjö","0780","Kommunal","Växjökommun","2120000662","000000037","56.8","000000084","","","","","","","","","","","",""
"Lillestadskolan","86848164","Växjö","0780","Kommunal","Växjökommun","2120000662","000000048","35.4","000000275","","","","","","","","","","","",""
"Ljungfälleskolan","36698817","Växjö","0780","Kommunal","Växjökommun","2120000662","000000043","48.8","000000260","","","","","","","","","","","",""
"Norregårdskolan","12286029","Växjö","0780","Kommunal","Växjökommun","2120000662",".",".","000000589","","","","","","","","","","","",""
"Nöbbeleskola","85236752","Växjö","0780","Kommunal","Växjökommun","2120000662","000000009","..","000000042","","","","","","","","","","","",""
"Pilbäckskolan","12572097","Växjö","0780","Kommunal","Växjökommun","2120000662","000000050","48","000000300","","","","","","","","","","","",""
"PärLagerkvistskolan7-9","18116804","Växjö","0780","Kommunal","Växjökommun","2120000662",".",".","000000446","","","","","","","","","","","",""
"PärLagerkvistskolanF-6","23757669","Växjö","0780","Kommunal","Växjökommun","2120000662","000000037","45.9","000000196","","","","","","","","","","","",""
"Ringsbergskolan","65161034","Växjö","0780","Kommunal","Växjökommun","2120000662","000000023","43.5","000000245","","","","","","","","","","","",""
"Sandsbroskola","94928821","Växjö","0780","Kommunal","Växjökommun","2120000662","000000063","38.1","000000369","","","","","","","","","","","",""
"Sörabyskola","52780309","Växjö","0780","Kommunal","Växjökommun","2120000662","000000041","61","000000260","","","","","","","","","","","",""
"TeleborgCentrum","72833305","Växjö","0780","Kommunal","Växjökommun","2120000662",".",".","000000402","","","","","","","","","","","",""
"ThorenFramtidiVäxjö","69600902","Växjö","0780","Enskild","ThorenFramtidAB","5567497051",".",".","000000384","","","","","","","","","","","",""
"Tolgskola","46214380","Växjö","0780","Kommunal","Växjökommun","2120000662","000000006","..","000000035","","","","","","","","","","","",""
"Torparskolan","12100546","Växjö","0780","Kommunal","Växjökommun","2120000662","000000051","56.9","000000278","","","","","","","","","","","",""
"Tävelsåsskola","20682865","Växjö","0780","Kommunal","Växjökommun","2120000662","000000026","65.4","000000054","","","","","","","","","","","",""
"Ulriksbergskolan","81237364","Växjö","0780","Kommunal","Växjökommun","2120000662","000000050","56","000000240","","","","","","","","","","","",""
"Uråsaskola","42434752","Växjö","0780","Kommunal","Växjökommun","2120000662","000000009","..","000000024","","","","","","","","","","","",""
"Vederslövsskola","41466096","Växjö","0780","Kommunal","Växjökommun","2120000662","000000015","..","000000137","","","","","","","","","","","",""
"VäxjöInternationellaGrundskola7-9","20002379","Växjö","0780","Enskild","LackoInternationellaGrundskolaAB","5568111123",".",".","000000079","","","","","","","","","","","",""
"VäxjöInternationellaGrundskolaF-6","17275630","Växjö","0780","Enskild","LackoInternationellaGrundskolaAB","5568111123","000000015","..","000000138","","","","","","","","","","","",""
"VäxjöIslamiskaskola","11860102","Växjö","0780","Enskild","StiftelsenVäxjöIslamiskaSkola","8024242904","000000036","61.1","000000203","","","","","","","","","","","",""
"VäxjöMontessoriskola","14959495","Växjö","0780","Enskild","StellaMontessoriAB","5566182662","000000020","..","000000109","","","","","","","","","","","",""
"Åbyskola","62677883","Växjö","0780","Kommunal","Växjökommun","2120000662","000000006","..","000000071","","","","","","","","","","","",""
"Årydsskola","37501814","Växjö","0780","Kommunal","Växjökommun","2120000662","000000023","56.5","000000115","","","","","","","","","","","",""
"Öjabyskola","85185429","Växjö","0780","Kommunal","Växjökommun","2120000662","000000042","42.9","000000271","","","","","","","","","","","",""
"Örskola","67006679","Växjö","0780","Kommunal","Växjökommun","2120000662","000000008","..","000000023","","","","","","","","","","","",""
"ÖstraLugnetsskola","21706410","Växjö","0780","Kommunal","Växjökommun","2120000662","000000041","36.6","000000423","","","","","","","","","","","",""
"Östregårdskolan","81463382","Växjö","0780","Kommunal","Växjökommun","2120000662","000000047","59.6","000000267","","","","","","","","","","","",""
"Hestraskolan","48056871","Ydre","0512","Kommunal","Ydrekommun","2120000381","000000015","73.3","000000032","","","","","","","","","","","",""
"Ydreskolan1","61969375","Ydre","0512","Kommunal","Ydrekommun","2120000381","000000028","39.3","000000094","","","","","","","","","","","",""
"Ydreskolan2","61662490","Ydre","0512","Kommunal","Ydrekommun","2120000381",".",".","000000215","","","","","","","","","","","",""
"Backaskolan","10475419","Ystad","1286","Kommunal","Ystadkommun","2120001181","000000049","46.9","000000301","","","","","","","","","","","",""
"Edvinshemsskolan","16274059","Ystad","1286","Kommunal","Ystadkommun","2120001181","000000047","48.9","000000283","","","","","","","","","","","",""
"Hedeskogaskola","45170446","Ystad","1286","Kommunal","Ystadkommun","2120001181","000000017","58.8","000000038","","","","","","","","","","","",""
"KunskapsskolanYstad","58980145","Ystad","1286","Enskild","KunskapsskolaniSverigeAktiebolag","5565661815",".",".","000000450","","","","","","","","","","","",""
"Källanskola","52279246","Ystad","1286","Kommunal","Ystadkommun","2120001181","000000044","54.5","000000251","","","","","","","","","","","",""
"Köpingebroskola","68391076","Ystad","1286","Kommunal","Ystadkommun","2120001181","000000051","45.1","000000333","","","","","","","","","","","",""
"Löderupsskola","44841058","Ystad","1286","Kommunal","Ystadkommun","2120001181","000000016","..","000000101","","","","","","","","","","","",""
"NordicInternationalSchoolYstad","49197086","Ystad","1286","Enskild","NordicInternationalSchoolAB","5566102033",".",".","000000112","","","","","","","","","","","",""
"Norreportskolan","89680009","Ystad","1286","Kommunal","Ystadkommun","2120001181",".",".","000000519","","","","","","","","","","","",""
"Svarteskolan","67247370","Ystad","1286","Kommunal","Ystadkommun","2120001181","000000034","52.9","000000166","","","","","","","","","","","",""
"Sövestadsskola","77838140","Ystad","1286","Kommunal","Ystadkommun","2120001181","000000011","..","000000135","","","","","","","","","","","",""
"VillaMontessoriYstad","53011246","Ystad","1286","Enskild","MonteprenörAB","5567874945","000000018","..","000000085","","","","","","","","","","","",""
"VillaSjöstadensMontessori","25834038","Ystad","1286","Enskild","MonteprenörAB","5567874945","000000020","..","000000058","","","","","","","","","","","",""
"Västerportskolan","54436997","Ystad","1286","Kommunal","Ystadkommun","2120001181","000000027","44.4","000000603","","","","","","","","","","","",""
"EdsleskogsFriskola","25567918","Åmål","1492","Enskild","FöreningenEdsleskogsFriskola","8024439062","000000009","..","000000026","","","","","","","","","","","",""
"Kristinebergskolan","36724390","Åmål","1492","Kommunal","Åmålskommun","2120001587",".",".","000000452","","","","","","","","","","","",""
"NaturochMiljöskolaniÅmål","80947842","Åmål","1492","Enskild","Natur-ochMiljöskolaniÅmålAB","5568523681","000000022","..","000000128","","","","","","","","","","","",""
"Rösparksskolan","86458114","Åmål","1492","Kommunal","Åmålskommun","2120001587","000000090","52.2","000000246","","","","","","","","","","","",""
"Södraskolan","54749671","Åmål","1492","Kommunal","Åmålskommun","2120001587",".",".","000000286","","","","","","","","","","","",""
"Tösseskola","79937107","Åmål","1492","Kommunal","Åmålskommun","2120001587","000000016","..","000000118","","","","","","","","","","","",""
"Björkbackaskolan","71108679","Ånge","2260","Kommunal","Ångekommun","2120002387","000000023","43.5","000000227","","","","","","","","","","","",""
"Fränstaskolan","17514337","Ånge","2260","Kommunal","Ångekommun","2120002387","000000022","50","000000234","","","","","","","","","","","",""
"KordeliaFriskolaAB","65951625","Ånge","2260","Enskild","KordeliafriskolaAB","5565696852","000000007","..","000000098","","","","","","","","","","","",""
"Ljungaskolan","68495182","Ånge","2260","Kommunal","Ångekommun","2120002387","000000016","..","000000061","","","","","","","","","","","",""
"Minervaskolan","43954518","Ånge","2260","Kommunal","Ångekommun","2120002387",".",".","000000113","","","","","","","","","","","",""
"Torpshammarsskola","64255803","Ånge","2260","Kommunal","Ångekommun","2120002387","000000011","..","000000047","","","","","","","","","","","",""
"DuvedsskolaF-9","53536862","Åre","2321","Kommunal","Årekommun","2120002494","000000030","56.7","000000463","","","","","","","","","","","",""
"HallensKyrkskolaF-9","47003034","Åre","2321","Kommunal","Årekommun","2120002494","000000018","..","000000131","","","","","","","","","","","",""
"KyrkslättensskolaF-6","42149659","Åre","2321","Kommunal","Årekommun","2120002494","000000004","..","000000024","","","","","","","","","","","",""
"MörsilF-9","50126333","Åre","2321","Kommunal","Årekommun","2120002494","000000020","..","000000293","","","","","","","","","","","",""
"RacklöfskaskolanF-6","19616441","Åre","2321","Kommunal","Årekommun","2120002494","000000024","66.7","000000115","","","","","","","","","","","",""
"StamgärdeskolaF-6","58764605","Åre","2321","Kommunal","Årekommun","2120002494","000000019","..","000000147","","","","","","","","","","","",""
"ÅreskolaF-3","38418050","Åre","2321","Kommunal","Årekommun","2120002494","000000037","51.4","000000112","","","","","","","","","","","",""
"Holmedalsskola","71523536","Årjäng","1765","Kommunal","Årjängskommun","2120001835","000000009","..","000000061","","","","","","","","","","","",""
"NordmarkensskolaH","55304171","Årjäng","1765","Kommunal","Årjängskommun","2120001835",".",".","000000336","","","","","","","","","","","",""
"NordmarkensskolaL","56579896","Årjäng","1765","Kommunal","Årjängskommun","2120001835","000000060","53.3","000000145","","","","","","","","","","","",""
"NordmarkensskolaM","43064434","Årjäng","1765","Kommunal","Årjängskommun","2120001835",".",".","000000186","","","","","","","","","","","",""
"SignebynsFriskola","14840621","Årjäng","1765","Enskild","Signebynsfriskolaek.för.","7164512696","000000002",".","000000022","","","","","","","","","","","",""
"Svensbynskola","79211046","Årjäng","1765","Kommunal","Årjängskommun","2120001835","000000009","..","000000041","","","","","","","","","","","",""
"TöcksforsskolaLM","77714062","Årjäng","1765","Kommunal","Årjängskommun","2120001835","000000033","51.5","000000166","","","","","","","","","","","",""
"Fredrikaskola","56562631","Åsele","2463","Kommunal","Åselekommun","2120002791","000000003","..","000000007","","","","","","","","","","","",""
"ÅseleCentralskolaåk1-9","43833784","Åsele","2463","Kommunal","Åselekommun","2120002791","000000023","..","000000217","","","","","","","","","","","",""
"Björnekullaskolan","97128428","Åstorp","1277","Kommunal","Åstorpskommun","2120000936",".",".","000000490","","","","","","","","","","","",""
"Haganässkolan","31894674","Åstorp","1277","Kommunal","Åstorpskommun","2120000936","000000039","30.8","000000242","","","","","","","","","","","",""
"Hyllingeskola","11662899","Åstorp","1277","Kommunal","Åstorpskommun","2120000936","000000035","42.9","000000472","","","","","","","","","","","",""
"Kvidingeskola","10402832","Åstorp","1277","Kommunal","Åstorpskommun","2120000936","000000027","40.7","000000189","","","","","","","","","","","",""
"Nyvångsskola","59667741","Åstorp","1277","Kommunal","Åstorpskommun","2120000936","000000026","..","000000141","","","","","","","","","","","",""
"Rågenskolan","73867676","Åstorp","1277","Kommunal","Åstorpskommun","2120000936","000000038","50","000000229","","","","","","","","","","","",""
"Tingdalsskolan","19755937","Åstorp","1277","Kommunal","Åstorpskommun","2120000936","000000046","47.8","000000270","","","","","","","","","","","",""
"Alléskolan4-6","65858187","Åtvidaberg","0561","Kommunal","Åtvidabergskommun","2120000415",".",".","000000240","","","","","","","","","","","",""
"Alléskolan7-9","56528690","Åtvidaberg","0561","Kommunal","Åtvidabergskommun","2120000415",".",".","000000370","","","","","","","","","","","",""
"Björsätersskola","43771345","Åtvidaberg","0561","Kommunal","Åtvidabergskommun","2120000415","000000011","..","000000074","","","","","","","","","","","",""
"Centralskolan","51207895","Åtvidaberg","0561","Kommunal","Åtvidabergskommun","2120000415","000000101","49.5","000000264","","","","","","","","","","","",""
"Greboskola","90303058","Åtvidaberg","0561","Kommunal","Åtvidabergskommun","2120000415","000000028","53.6","000000154","","","","","","","","","","","",""
"BråthultsFriskola","57408646","Älmhult","0765","Enskild","VirestadsFriskolaEkonomiskförening","7696194153","000000010","..","000000029","","","","","","","","","","","",""
"Diöskola","93625542","Älmhult","0765","Kommunal","Älmhultskommun","2120000647","000000008","..","000000126","","","","","","","","","","","",""
"Elmeskolan","19901289","Älmhult","0765","Kommunal","Älmhultskommun","2120000647","000000027","44.4","000000219","","","","","","","","","","","",""
"Gemöskolan","29959232","Älmhult","0765","Kommunal","Älmhultskommun","2120000647","000000038","47.4","000000237","","","","","","","","","","","",""
"Klöxhultsskolan1","43289789","Älmhult","0765","Kommunal","Älmhultskommun","2120000647","000000050","46","000000187","","","","","","","","","","","",""
"Klöxhultsskolan2","44047778","Älmhult","0765","Kommunal","Älmhultskommun","2120000647",".",".","000000203","","","","","","","","","","","",""
"Liatorpsskola","73255943","Älmhult","0765","Kommunal","Älmhultskommun","2120000647","000000015","..","000000042","","","","","","","","","","","",""
"Linnéskolan1","53191534","Älmhult","0765","Kommunal","Älmhultskommun","2120000647",".",".","000000281","","","","","","","","","","","",""
"Linnéskolan2","66184918","Älmhult","0765","Kommunal","Älmhultskommun","2120000647",".",".","000000284","","","","","","","","","","","",""
"Paradisskolan","71440408","Älmhult","0765","Kommunal","Älmhultskommun","2120000647","000000021","61.9","000000024","","","","","","","","","","","",""
"Ryforsskola","27479345","Älmhult","0765","Kommunal","Älmhultskommun","2120000647","000000028","46.4","000000084","","","","","","","","","","","",""
"TheIntern.SchoolofÄlmhult","64505955","Älmhult","0765","Kommunal","Älmhultskommun","2120000647","000000033","69.7","000000385","","","","","","","","","","","",""
"ThorenFramtidiÄlmhult","84756527","Älmhult","0765","Enskild","ThorenFramtidAB","5567497051",".",".","000000082","","","","","","","","","","","",""
"VirestadsFriskola","28837069","Älmhult","0765","Enskild","VirestadsFriskolaEkonomiskförening","7696194153","000000013","..","000000084","","","","","","","","","","","",""
"ÄlmhultsMontessoriskola","60286462","Älmhult","0765","Kommunal","Älmhultskommun","2120000647","000000010","..","000000060","","","","","","","","","","","",""
"Buskoviusskolan","45898861","Älvdalen","2039","Kommunal","Älvdalenskommun","2120002197","000000003","..","000000039","","","","","","","","","","","",""
"Rotskola","20822919","Älvdalen","2039","Kommunal","Älvdalenskommun","2120002197","000000017","..","000000119","","","","","","","","","","","",""
"Strandskolan","81918902","Älvdalen","2039","Kommunal","Älvdalenskommun","2120002197","000000008","..","000000137","","","","","","","","","","","",""
"Älvdalsskolan","88747700","Älvdalen","2039","Kommunal","Älvdalenskommun","2120002197","000000028","60.7","000000385","","","","","","","","","","","",""
"Bodaskolan","13537290","Älvkarleby","0319","Kommunal","Älvkarlebykommun","2120000258","000000018","..","000000096","","","","","","","","","","","",""
"Rotskärsskolan7-9","96982474","Älvkarleby","0319","Kommunal","Älvkarlebykommun","2120000258",".",".","000000236","","","","","","","","","","","",""
"RotskärsskolanF-6","41187189","Älvkarleby","0319","Kommunal","Älvkarlebykommun","2120000258","000000026","50","000000194","","","","","","","","","","","",""
"Sörgärdetsskola","51085265","Älvkarleby","0319","Kommunal","Älvkarlebykommun","2120000258","000000032","59.4","000000158","","","","","","","","","","","",""
"Älvbodafriskola","74070812","Älvkarleby","0319","Enskild","FriskolaniSkutskärEkonomiskFörening","7696039135","000000027","44.4","000000301","","","","","","","","","","","",""
"FriskolanHjärtatiVidsel","77097512","Älvsbyn","2560","Enskild","FriskolanHjärtatiVidselAB","5592989304",".",".","000000016","","","","","","","","","","","",""
"KnutLundmarkskolan","92553260","Älvsbyn","2560","Kommunal","Älvsbynskommun","2120002734","000000096","42.7","000000145","","","","","","","","","","","",""
"Parkskolan","87068079","Älvsbyn","2560","Kommunal","Älvsbynskommun","2120002734",".",".","000000329","","","","","","","","","","","",""
"Vidselskolan","86476920","Älvsbyn","2560","Kommunal","Älvsbynskommun","2120002734","000000004","..","000000047","","","","","","","","","","","",""
"Vistträskskolan","39729986","Älvsbyn","2560","Kommunal","Älvsbynskommun","2120002734",".",".","000000016","","","","","","","","","","","",""
"Älvåkraskolan","32970785","Älvsbyn","2560","Kommunal","Älvsbynskommun","2120002734",".",".","000000221","","","","","","","","","","","",""
"ErrarpsskolaSO1","69871183","Ängelholm","1292","Kommunal","Ängelholmskommun","2120000977","000000063","44.4","000000188","","","","","","","","","","","",""
"ErrarpsskolaSO2","86727816","Ängelholm","1292","Kommunal","Ängelholmskommun","2120000977",".",".","000000161","","","","","","","","","","","",""
"KungsgårdsskolanSO1","51900988","Ängelholm","1292","Kommunal","Ängelholmskommun","2120000977",".",".","000000246","","","","","","","","","","","",""
"KungsgårdsskolanSO2","49648821","Ängelholm","1292","Kommunal","Ängelholmskommun","2120000977",".",".","000000257","","","","","","","","","","","",""
"MagnarpsskolaSO1","49455969","Ängelholm","1292","Kommunal","Ängelholmskommun","2120000977",".",".","000000269","","","","","","","","","","","",""
"MagnarpsskolaSO2","49539818","Ängelholm","1292","Kommunal","Ängelholmskommun","2120000977","000000037","62.2","000000131","","","","","","","","","","","",""
"NyhemsskolanSO1","49730992","Ängelholm","1292","Kommunal","Ängelholmskommun","2120000977",".",".","000000220","","","","","","","","","","","",""
"NyhemsskolanSO2","49786332","Ängelholm","1292","Kommunal","Ängelholmskommun","2120000977",".",".","000000255","","","","","","","","","","","",""
"RebbelbergaskolaSO1","49868503","Ängelholm","1292","Kommunal","Ängelholmskommun","2120000977","000000087","49.4","000000233","","","","","","","","","","","",""
"RebbelbergaskolaSO2","49950675","Ängelholm","1292","Kommunal","Ängelholmskommun","2120000977",".",".","000000255","","","","","","","","","","","",""
"StrövelstorpsskolaSO1","34909954","Ängelholm","1292","Kommunal","Ängelholmskommun","2120000977",".",".","000000171","","","","","","","","","","","",""
"StrövelstorpsskolaSO2","34992126","Ängelholm","1292","Kommunal","Ängelholmskommun","2120000977","000000046","43.5","000000206","","","","","","","","","","","",""
"SödraUtmarkensskolaSO1","34797598","Ängelholm","1292","Kommunal","Ängelholmskommun","2120000977","000000037","43.2","000000299","","","","","","","","","","","",""
"SöndrebalgsskolaSO1","62412121","Ängelholm","1292","Kommunal","Ängelholmskommun","2120000977","000000061","55.7","000000285","","","","","","","","","","","",""
"SöndrebalgsskolaSO2","62301442","Ängelholm","1292","Kommunal","Ängelholmskommun","2120000977",".",".","000000131","","","","","","","","","","","",""
"ToftaskolanSO1","51497405","Ängelholm","1292","Kommunal","Ängelholmskommun","2120000977","000000093","39.8","000000233","","","","","","","","","","","",""
"ToftaskolanSO2","32543527","Ängelholm","1292","Kommunal","Ängelholmskommun","2120000977",".",".","000000234","","","","","","","","","","","",""
"ToftaskolanSO3","45031033","Ängelholm","1292","Kommunal","Ängelholmskommun","2120000977",".",".","000000239","","","","","","","","","","","",""
"Vejbystrandsskola","39381869","Ängelholm","1292","Enskild","VejbystrandsSkolaochFörskolaEkonomiskförening","7164063872","000000011","..","000000062","","","","","","","","","","","",""
"VillanskolanSO1","50088186","Ängelholm","1292","Kommunal","Ängelholmskommun","2120000977",".",".","000000253","","","","","","","","","","","",""
"VillanskolanSO2","50198866","Ängelholm","1292","Kommunal","Ängelholmskommun","2120000977","000000085","51.8","000000212","","","","","","","","","","","",""
"ÄngelholmsMontessoriskola","78910791","Ängelholm","1292","Kommunal","Ängelholmskommun","2120000977","000000024","58.3","000000151","","","","","","","","","","","",""
"Össjöskola","36962579","Ängelholm","1292","Kommunal","Ängelholmskommun","2120000977","000000010","100","000000067","","","","","","","","","","","",""
"Bergagårdsskolan","46441044","Öckerö","1407","Kommunal","Öckerökommun","2120001280","000000051","47.1","000000160","","","","","","","","","","","",""
"Betelskolan","65677988","Öckerö","1407","Enskild","BetelförsamlingensSkolstiftelse","8024250972","000000008","..","000000134","","","","","","","","","","","",""
"Björköskola","70498449","Öckerö","1407","Kommunal","Öckerökommun","2120001280","000000023","65.2","000000118","","","","","","","","","","","",""
"Brattebergsskolan4-6","85969404","Öckerö","1407","Kommunal","Öckerökommun","2120001280",".",".","000000129","","","","","","","","","","","",""
"Brattebergsskolan7-9","85862849","Öckerö","1407","Kommunal","Öckerökommun","2120001280",".",".","000000229","","","","","","","","","","","",""
"Fotöskola","53126890","Öckerö","1407","Kommunal","Öckerökommun","2120001280","000000003","..","000000028","","","","","","","","","","","",""
"Hedensskola4-6","74987592","Öckerö","1407","Kommunal","Öckerökommun","2120001280",".",".","000000187","","","","","","","","","","","",""
"Hedensskola7-9","92940771","Öckerö","1407","Kommunal","Öckerökommun","2120001280",".",".","000000207","","","","","","","","","","","",""
"Hälsöskola","20144959","Öckerö","1407","Kommunal","Öckerökommun","2120001280","000000005","..","000000032","","","","","","","","","","","",""
"Kompassenskolan","36423290","Öckerö","1407","Kommunal","Öckerökommun","2120001280","000000040","45","000000116","","","","","","","","","","","",""
"Röröskola","22044740","Öckerö","1407","Kommunal","Öckerökommun","2120001280","000000004","..","000000009","","","","","","","","","","","",""
"FridtjuvBergskolan","79095423","Ödeshög","0509","Kommunal","Ödeshögskommun","2120000373","000000056","48.2","000000232","","","","","","","","","","","",""
"Lysingskolan","34255565","Ödeshög","0509","Kommunal","Ödeshögskommun","2120000373",".",".","000000207","","","","","","","","","","","",""
"Rökskola","68897220","Ödeshög","0509","Kommunal","Ödeshögskommun","2120000373","000000020","70","000000037","","","","","","","","","","","",""
"Adolfsbergsskolan7-9","47684564","Örebro","1880","Kommunal","Örebrokommun","2120001967",".",".","000000478","","","","","","","","","","","",""
"AdolfsbergsskolanF-6","28337496","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000054","46.3","000000411","","","","","","","","","","","",""
"AdolfsbergsskolansgrundsärskolaochKSURHåk1-9","48863032","Örebro","1880","Kommunal","Örebrokommun","2120001967",".",".","000000018","","","","","","","","","","","",""
"Almbroskola","20662016","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000022","45.5","000000103","","","","","","","","","","","",""
"AlmbyskolaF-9","22049573","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000078","44.9","000000917","","","","","","","","","","","",""
"ArenaSkolor","41515120","Örebro","1880","Enskild","HumanusJobbSydAB","5568771140","000000016","..","000000017","","","","","","","","","","","",""
"Askersskola","30738069","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000011","..","000000036","","","","","","","","","","","",""
"Björkhagaskolan","61730546","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000029","65.5","000000124","","","","","","","","","","","",""
"Brickebackensskola","52031697","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000036","38.9","000000213","","","","","","","","","","","",""
"Bruketsskola","30929461","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000034","47.1","000000101","","","","","","","","","","","",""
"Brunnsskolan","50047434","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000069","37.7","000000388","","","","","","","","","","","",""
"Engelbrektsskolan","82807694","Örebro","1880","Kommunal","Örebrokommun","2120001967",".",".","000000700","","","","","","","","","","","",""
"EntréskolanÖrebro","76192118","Örebro","1880","Enskild","AmiSgoAB","5568148117",".",".","000000132","","","","","","","","","","","",""
"Ervallaskola","40703394","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000016","..","000000074","","","","","","","","","","","",""
"Fridhemsfriskola","98267471","Örebro","1880","Enskild","FridhemsFriskolasEkonomiskaFörening","7696014781","000000011","..","000000031","","","","","","","","","","","",""
"FyrenEkalmensskola","35718563","Örebro","1880","Enskild","FyrenEkAlmenAB","5568568629","000000048","50","000000220","","","","","","","","","","","",""
"Föräldrakoop.Tysslingeskola","88115091","Örebro","1880","Enskild","FöräldrakooperativetTYSSLINGESKOLA,Ekonomiskförening","7164532132","000000017","64.7","000000080","","","","","","","","","","","",""
"Garphyttansskola","89477947","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000018","..","000000142","","","","","","","","","","","",""
"Glanshammarsskola","17183375","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000050","64","000000325","","","","","","","","","","","",""
"Grenadjärskolan","36409468","Örebro","1880","Enskild","StiftelsenGrenadjärskolan","8750024062","000000018","..","000000202","","","","","","","","","","","",""
"Gumaeliusskolan","74902204","Örebro","1880","Kommunal","Örebrokommun","2120001967",".",".","000000717","","","","","","","","","","","",""
"Hagaskolan","17643323","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000048","45.8","000000302","","","","","","","","","","","",""
"Hampetorpsskola","57519823","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000007","..","000000024","","","","","","","","","","","",""
"Hannaskolan","13390547","Örebro","1880","Enskild","StiftelsenHannaskolan","8750023650","000000026","53.8","000000282","","","","","","","","","","","",""
"Hovstaskolan4-6","87472574","Örebro","1880","Kommunal","Örebrokommun","2120001967",".",".","000000217","","","","","","","","","","","",""
"HovstaskolanF-3","91629136","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000048","47.9","000000193","","","","","","","","","","","",""
"InternationellaEngelskaSkolanÖrebro","23908629","Örebro","1880","Enskild","InternationellaEngelskaSkolaniSverigeAB","5564624368",".",".","000000619","","","","","","","","","","","",""
"JENSENgrundskolaÖrebro","94248837","Örebro","1880","Enskild","JensenEducationCollegeAB","5566358759",".",".","000000251","","","","","","","","","","","",""
"JohannaskolanÖrebroWaldorfskola","11909268","Örebro","1880","Enskild","StiftelsenJohannaskolanÖrebroWaldorfskola","8750013859","000000014","71.4","000000193","","","","","","","","","","","",""
"Karlslundsskolan","91287311","Örebro","1880","Enskild","KarlslundsIfFk","8750008438","000000026","42.3","000000168","","","","","","","","","","","",""
"Kryddgårdsskolan","63524247","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000025","44","000000065","","","","","","","","","","","",""
"KunskapsskolanÖrebro","76018506","Örebro","1880","Enskild","KunskapsskolaniSverigeAktiebolag","5565661815",".",".","000000424","","","","","","","","","","","",""
"Latorpsskola","66004397","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000010","..","000000052","","","","","","","","","","","",""
"Lillånsskola7-9","84774734","Örebro","1880","Kommunal","Örebrokommun","2120001967",".",".","000000509","","","","","","","","","","","",""
"LillånsskolaF-6","63158277","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000050","50","000000289","","","","","","","","","","","",""
"LillånsSödraskola","31288135","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000025","..","000000231","","","","","","","","","","","",""
"Lundbyskolan","69293291","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000047","48.9","000000270","","","","","","","","","","","",""
"MagelungensgrundskolaÖrebro","27319904","Örebro","1880","Enskild","MagelungenUtvecklingAB","5564891447",".",".","000000013","","","","","","","","","","","",""
"Mariebergsskolan","49973795","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000039","56.4","000000258","","","","","","","","","","","",""
"Mellringeskolan7-9","26290434","Örebro","1880","Kommunal","Örebrokommun","2120001967",".",".","000000330","","","","","","","","","","","",""
"MellringeskolanF-6","95079835","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000035","65.7","000000278","","","","","","","","","","","",""
"Mosjöskola","29032881","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000044","38.6","000000198","","","","","","","","","","","",""
"Navet","12248380","Örebro","1880","Kommunal","Örebrokommun","2120001967",".",".","000000397","","","","","","","","","","","",""
"Norrbyskolan","14513548","Örebro","1880","Kommunal","Örebrokommun","2120001967","000000100","50","000000569","","","","","","","","","","","",""
